lon,lat,tms,devid,roads,time,frac,route,route_heading,route_geom
"[126.68968999999998, 126.689865, 126.69007, 126.690445, 126.6902, 126.684586, 126.68032, 126.67626, 126.672966, 126.67222, 126.67192, 126.66785, 126.66781, 126.66797, 126.66746, 126.66625, 126.66618, 126.66339, 126.661514, 126.65809, 126.66057, 126.660576, 126.660934, 126.66094, 126.661514, 126.663956, 126.66629, 126.66798, 126.66748, 126.663795, 126.663635, 126.66106, 126.657585, 126.65423, 126.652855, 126.649254, 126.64552, 126.642334, 126.64, 126.638504, 126.6344, 126.63137, 126.62922, 126.62293, 126.61775, 126.61479, 126.614296, 126.61433, 126.61591, 126.616325, 126.61801, 126.61863999999998, 126.61878, 126.61893, 126.61903999999998, 126.61906]","[45.745636, 45.74449, 45.74429, 45.743977, 45.74422, 45.74363, 45.74423, 45.74445, 45.744335, 45.74699, 45.74719, 45.74647, 45.74606, 45.745056, 45.74164, 45.739967, 45.739838, 45.738113, 45.737476, 45.74069, 45.742413, 45.742416, 45.742676, 45.746063, 45.749405, 45.7497, 45.749645, 45.749516, 45.74823, 45.748470000000005, 45.748478000000006, 45.749134000000005, 45.74712, 45.749783, 45.750675, 45.75276, 45.755066, 45.756855, 45.7581, 45.759037, 45.761307, 45.76293, 45.762917, 45.76286, 45.764442, 45.76553, 45.765804, 45.76593, 45.766068, 45.76614, 45.76628, 45.764465, 45.76422, 45.764065, 45.764053, 45.764175]","[1.4202432e9, 1.42024323e9, 1.42024329e9, 1.42024332e9, 1.420243385e9, 1.420243444e9, 1.420243474e9, 1.420243504e9, 1.420243527e9, 1.420243587e9, 1.420243592e9, 1.420243622e9, 1.420243652e9, 1.420243664e9, 1.420243694e9, 1.420243724e9, 1.420243737e9, 1.420243767e9, 1.420243787e9, 1.420243829e9, 1.420243859e9, 1.420243889e9, 1.420243919e9, 1.420243949e9, 1.420243979e9, 1.420244009e9, 1.420244071e9, 1.420244093e9, 1.42024412e9, 1.420244146e9, 1.420244147e9, 1.420244173e9, 1.420244203e9, 1.420244233e9, 1.420244263e9, 1.420244293e9, 1.420244323e9, 1.420244353e9, 1.420244383e9, 1.420244414e9, 1.420244444e9, 1.420244474e9, 1.420244504e9, 1.420244534e9, 1.420244564e9, 1.420244594e9, 1.420244603e9, 1.420244609e9, 1.420244669e9, 1.420244685e9, 1.420244712e9, 1.420244742e9, 1.420244772e9, 1.420244802e9, 1.420244806e9, 1.420244896e9]",100301526,"Any[17770, 17770, 15416, 15416, 15417, 20651, 20653, 20657, 20657, 17799, 265, 266, 266, 273, 17875, 17875, 11272, 11272, 14101, 14102, 14102, 237, 240, 242, 13612, 13613, 13614, 11925, 11923, 11922, 11941, 20274, 20275, 20280, 9260, 9263, 9263, 9265, 9268, 9271, 19961, 622, 627, 157, 2352, 1124, 1124, 1124, 13241, 13241, 13241, 11677]","Any[1420214400, 1420214430, 1420214490, 1420214520, 1420214585, 1420214644, 1420214674, 1420214704, 1420214727, 1420214787, 1420214822, 1420214852, 1420214864, 1420214894, 1420214924, 1420214937, 1420214967, 1420214987, 1420215029, 1420215059, 1420215089, 1420215119, 1420215149, 1420215179, 1420215209, 1420215271, 1420215293, 1420215320, 1420215346, 1420215373, 1420215403, 1420215433, 1420215463, 1420215493, 1420215523, 1420215553, 1420215583, 1420215614, 1420215644, 1420215674, 1420215704, 1420215734, 1420215764, 1420215794, 1420215809, 1420215869, 1420215885, 1420215912, 1420215942, 1420215972, 1420216002, 1420216096]","Any[0.06071359491286798, 0.44905388032258636, 0.22403225300176743, 0.22403225300176743, 1, 0.28319245015608596, 0.8802468135679278, 0.271958281796261, 0.9885424012470703, 0.01437797761646908, 0.23243144487386924, 0.01752868797896936, 1, 0.8370048888487487, 0.19364223640397824, 0.29429331210175275, 0.3144114123707129, 0.3144114123707129, 0.5288412659975178, 0.8886305940585211, 0.8908287796191096, 0.8164214173269599, 0.03193606420591073, 0.17656974294203773, 0.8515638935598071, 0.9409066040833794, 0.906309869384403, 0.2962111867010835, 0.11124066689471324, 1, 1, 0.6562691388633591, 0.7323333207248017, 0.5917341810591098, 0.08105347366176752, 0.05805711492985991, 0.9641995224489391, 0.6285414957279849, 0.7141137497872011, 0.3863177311614981, 0.8795164740761331, 0.7282040600830463, 0.3824527594596781, 0.971628640469406, 0.5295994324100769, 0.6232657122842007, 0.5018138861177289, 0.9969955641666816, 0.7249432836260888, 0.9620601772317487, 1, 0.0881285500743044]","Any[17770, 17771, 12684, 12685, 20501, 20502, 20503, 4474, 15417, 15416, 15416, 15417, 15417, 15417, 4474, 20504, 20505, 1748, 1749, 1750, 20513, 20514, 20649, 20650, 20651, 20652, 20653, 20654, 20655, 20656, 20657, 20622, 20623, 20624, 20625, 20626, 20627, 20628, 17799, 18496, 2152, 2153, 265, 266, 267, 268, 269, 270, 271, 272, 273, 274, 275, 17874, 17875, 17876, 11272, 6689, 6690, 6691, 6692, 14101, 14102, 237, 238, 239, 240, 241, 242, 20056, 13612, 13613, 13614, 2149, 11925, 11924, 11923, 11922, 241, 1657, 1658, 1659, 13049, 12640, 12641, 11939, 11940, 11941, 20272, 20273, 20274, 20275, 20276, 20277, 20278, 20279, 20280, 20281, 20282, 20283, 9273, 9257, 9258, 9259, 9260, 9261, 9262, 9263, 9264, 9265, 9266, 9267, 9268, 9269, 9270, 9271, 9272, 11262, 11263, 19960, 19961, 255, 18930, 18931, 7855, 622, 623, 624, 625, 626, 627, 155, 156, 157, 2351, 2352, 2353, 2354, 2355, 13232, 13233, 13231, 2340, 2341, 2342, 13238, 1124, 1124, 13239, 13240, 13241, 1179, 8971, 680, 681, 11677]","Any[""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""backward"", ""backward"", ""backward"", ""forward"", ""forward"", ""backward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""backward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""backward"", ""backward"", ""backward"", ""backward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""backward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward""]","Any[""LINESTRING (126.68982272546276 45.745617622470114, 126.68951779325135 45.744538075953656)""; ""LINESTRING (126.68951779325135 45.744538075953656, 126.6890852 45.7430065, 126.6890716 45.7429584, 126.689065 45.7429355, 126.689267 45.7429074, 126.6893798 45.7428918, 126.6893872 45.7429184, 126.6893994 45.7429625, 126.6896235 45.7437699, 126.6898848 45.7446856, 126.6900781 45.7446574, 126.6900538 45.744574, 126.69002277132856 45.74446747268175)""; ""LINESTRING (126.69002277132856 45.74446747268175, 126.69002277132856 45.74446747268175)""; ""LINESTRING (126.69002277132856 45.744467472681734, 126.6900538 45.744574, 126.6900781 45.7446574, 126.6900538 45.744574)""; ""LINESTRING (126.6900538 45.744574, 126.6900781 45.7446574, 126.6898848 45.7446856, 126.6900237 45.7451778, 126.6901852 45.7457446, 126.6902028 45.7458065, 126.6900399 45.7458234, 126.6898819 45.7458447, 126.6897804 45.7458567, 126.6897645 45.7458011, 126.6894503 45.7447011, 126.688954 45.7430553, 126.6889456 45.7430261, 126.6866951 45.7433416, 126.6860323 45.7434352, 126.6850019 45.7435807, 126.68458862457912 45.74363910446814)""; ""LINESTRING (126.68458862457912 45.74363910446814, 126.6840827 45.7437106, 126.6835422 45.7437857, 126.6834136 45.7438035, 126.68032094407393 45.7442333302156)""; ""LINESTRING (126.68032094407393 45.7442333302156, 126.6799002 45.7442918, 126.6785518 45.7444796, 126.6776521 45.7446068, 126.6774925 45.7446056, 126.67625059681116 45.744509671188766)""; ""LINESTRING (126.67625059681116 45.744509671188766, 126.67297832079889 45.744256843274556)""; ""LINESTRING (126.67297832079889 45.744256843274556, 126.672926 45.7442528, 126.6727662 45.7449687, 126.6726553 45.7454422, 126.6725151 45.7460401, 126.6723787 45.7466224, 126.6722724 45.7470762, 126.6722424 45.7471908, 126.6722196 45.7473014, 126.67217107985209 45.747297617860404)""; ""LINESTRING (126.67217107985209 45.747297617860404, 126.668845 45.7470383, 126.6678972 45.7468425, 126.6678844 45.7467105, 126.6678599 45.7465911, 126.66784586104068 45.74647023565576)""; ""LINESTRING (126.66784586104068 45.74647023565576, 126.6677995 45.7460711, 126.66779847105515 45.74606055123639)""; ""LINESTRING (126.66779847105515 45.74606055123639, 126.6677408 45.7454693)""; ""LINESTRING (126.6677408 45.7454693, 126.6677408 45.7454693, 126.6677229 45.7450301, 126.6676123 45.7438649, 126.6676078 45.7437979, 126.6675536 45.7432706, 126.6674895 45.7426861, 126.6674728 45.7425463, 126.66739596270982 45.74164266954101)""; ""LINESTRING (126.66739596270982 45.74164266954101, 126.667381 45.7414667, 126.6673326 45.7410525, 126.6672447 45.7403223, 126.6668216 45.7403757, 126.6666494 45.7403768, 126.6665544 45.740378, 126.6664661 45.7403588, 126.6664208 45.740348, 126.666367 45.7403218, 126.666292 45.7402865, 126.66604188872485 45.7401271529529)""; ""LINESTRING (126.66604188872485 45.7401271529529, 126.66591188681758 45.74004432756204)""; ""LINESTRING (126.66591188681758 45.74004432756204, 126.6650004 45.7394636, 126.6639575 45.7387934, 126.66313152690164 45.7383480427824)""; ""LINESTRING (126.66313152690164 45.7383480427824, 126.66313152690164 45.7383480427824)""; ""LINESTRING (126.66313152690164 45.7383480427824, 126.6613305 45.7373769, 126.6600594 45.7384335, 126.658508 45.7397356, 126.6584058 45.7398287, 126.6576162 45.7404285, 126.6579388 45.7406827, 126.65802365417242 45.74073901353321)""; ""LINESTRING (126.65802365417242 45.74073901353321, 126.6584133 45.7409976, 126.6604623 45.7422418, 126.66064232911812 45.742358119130074)""; ""LINESTRING (126.66064232911812 45.742358119130074, 126.66064770509989 45.74236159260926)""; ""LINESTRING (126.66064770509989 45.74236159260926, 126.6609147 45.7425341, 126.66092923229294 45.74267623896936)""; ""LINESTRING (126.66092923229294 45.74267623896936, 126.6609325 45.7427082, 126.6609084 45.7430692, 126.6611217 45.7459528, 126.66113069423857 45.74605475391293)""; ""LINESTRING (126.66113069423857 45.74605475391293, 126.661377 45.7488466, 126.6614106 45.7490037, 126.6614679 45.7491382, 126.6615703 45.7492481, 126.66165220236164 45.749301919978684)""; ""LINESTRING (126.66165220236164 45.749301919978684, 126.6617135 45.7493422, 126.6620355 45.7495519, 126.6623786 45.7497642, 126.66395416391597 45.74968262207269)""; ""LINESTRING (126.66395416391597 45.74968262207269, 126.6642288 45.7496684, 126.66628251707338 45.749569135512544)""; ""LINESTRING (126.66628251707338 45.749569135512544, 126.6664115 45.7495629, 126.66797570045037 45.74947743608626)""; ""LINESTRING (126.66797570045037 45.74947743608626, 126.6681374 45.7494686, 126.6679979 45.7482399, 126.66748329283567 45.74826419207094)""; ""LINESTRING (126.66748329283567 45.74826419207094, 126.6662606 45.7483219, 126.664119 45.7484342, 126.66379303509693 45.74845464431061)""; ""LINESTRING (126.66379303509693 45.74845464431061, 126.6624495 45.7485389, 126.662294 45.7485723, 126.6621813 45.7486281, 126.6616046 45.7490588, 126.6615108 45.7491133, 126.6614679 45.7491382)""; ""LINESTRING (126.6614679 45.7491382, 126.6614679 45.7491382, 126.6615703 45.7492481, 126.6615465 45.7495063, 126.661563 45.7496503, 126.6616058 45.7499655, 126.6618196 45.7515372, 126.6612841 45.7515638, 126.6612069 45.7504063, 126.6611323 45.7495487, 126.6611144 45.7494787, 126.6610469 45.7494045, 126.6609646 45.749338, 126.6599512 45.7487261, 126.6586287 45.7479208, 126.6574837 45.7472211)""; ""LINESTRING (126.6574837 45.7472211, 126.6563556 45.7480996, 126.6551105 45.7491256, 126.65425919305116 45.74980103387987)""; ""LINESTRING (126.65425919305116 45.74980103387987, 126.6538133 45.7501548, 126.65286852006341 45.75068676836099)""; ""LINESTRING (126.65286852006341 45.75068676836099, 126.6525232 45.7508812, 126.6517748 45.7513026, 126.6509386 45.7517733, 126.6500403 45.7522791, 126.6494933 45.7525979, 126.64923861807681 45.752747135557655)""; ""LINESTRING (126.64923861807681 45.752747135557655, 126.6490629 45.7528501, 126.6483221 45.7532869, 126.6473832 45.7538645, 126.6467859 45.7542284, 126.6462117 45.7545746, 126.6460696 45.7546652, 126.6457423 45.7548569, 126.6456134 45.754933, 126.64546424796927 45.75501813967973)""; ""LINESTRING (126.64546424796927 45.75501813967973, 126.6437732 45.7559834, 126.6425356 45.7566823, 126.642439 45.7567369, 126.64229321628535 45.756819899970324)""; ""LINESTRING (126.64229321628535 45.756819899970324, 126.64001780079268 45.75811532059603)""; ""LINESTRING (126.64001780079268 45.75811532059603, 126.6399279 45.7581665, 126.6397931 45.7582426, 126.63846437394547 45.7590030769518)""; ""LINESTRING (126.63846437394547 45.7590030769518, 126.6376791 45.7594525, 126.6358334 45.7605782, 126.6356828 45.7605826, 126.63440440022292 45.76131078467252)""; ""LINESTRING (126.63440440022292 45.76131078467252, 126.6338926 45.7616023, 126.6323668 45.7624655, 126.6322789 45.7625155, 126.6317473 45.7628178, 126.631484 45.7629737, 126.63144660446648 45.76299521790741)""; ""LINESTRING (126.63144660446648 45.76299521790741, 126.6313872 45.7630294, 126.6312008 45.7631165, 126.6310279 45.7630979, 126.6307536 45.763066, 126.6302875 45.7629872, 126.6300488 45.7629291, 126.6299429 45.7629012, 126.6296757 45.7628614, 126.6294847 45.7628443, 126.6292901 45.7628351, 126.62922444154353 45.76283339131359)""; ""LINESTRING (126.62922444154353 45.76283339131359, 126.6291095 45.7628304, 126.6260975 45.762576, 126.6259953 45.7625653, 126.6252729 45.7625013, 126.6250737 45.7624975, 126.6248744 45.7625119, 126.62453 45.7625726, 126.6229233662524 45.76284051049217)""; ""LINESTRING (126.6229233662524 45.76284051049217, 126.6223237 45.7629405, 126.6220862 45.7629984, 126.6217102 45.7630886, 126.619855 45.7637206, 126.618812 45.7640955, 126.6186343 45.7641575, 126.61775852892555 45.76445432701869)""; ""LINESTRING (126.61775852892555 45.76445432701869, 126.6163444 45.7649336, 126.6160294 45.7650142, 126.6158712 45.7650524, 126.61473342309854 45.76545086507128)""; ""LINESTRING (126.61473342309854 45.76545086507128, 126.6147002 45.7654625, 126.6146418 45.7654828, 126.6144397 45.7655529, 126.61413714034879 45.765657972884064)""; ""LINESTRING (126.61413714034879 45.765657972884064, 126.6138684 45.7657513, 126.6123195 45.7662892, 126.6107101 45.7668481, 126.6091842 45.7673779, 126.6093355 45.7674898, 126.6094382 45.7675367, 126.6105165 45.7678155, 126.6106278 45.7678216, 126.6134165 45.7685869, 126.6135289 45.7685877, 126.6136508 45.7685639, 126.6138385 45.7685225, 126.6139638 45.768514, 126.6141751 45.768517, 126.6172462 45.7689448, 126.6174046 45.7684598, 126.6174677 45.7682267, 126.6175152 45.7680607, 126.6177192 45.7673473, 126.6179954 45.7663665, 126.61590932298807 45.76607033564891)""; ""LINESTRING (126.61584632980919 45.76606139174518, 126.61632796397227 45.76612977421912)""; ""LINESTRING (126.61632796397227 45.76612977421912, 126.61798534406813 45.766365072438994)""; ""LINESTRING (126.61798534406813 45.766365072438994, 126.6179954 45.7663665, 126.6182985 45.7653396, 126.6183307 45.7652305, 126.61855079394148 45.76445263595728)""; ""LINESTRING (126.61855079394148 45.76445263595728, 126.61862278168225 45.76419820944826)""; ""LINESTRING (126.61862278168225 45.76419820944826, 126.6186343 45.7641575)""; ""LINESTRING (126.6186343 45.7641575, 126.6186573 45.7640366, 126.6188304 45.7639772, 126.618812 45.7640955, 126.6187059 45.7644423, 126.61892930398717 45.76448799691501)"";;]"
"[126.62529, 126.625435, 126.6256, 126.62554, 126.6257, 126.62579, 126.62573, 126.62564]","[45.661083000000005, 45.66108, 45.66086, 45.66087, 45.660973, 45.660965, 45.660774, 45.660976]","[1.4202432e9, 1.420243301e9, 1.420243361e9, 1.420243421e9, 1.420243481e9, 1.420243525e9, 1.420243574e9, 1.420243635e9]",100320081,Any[],Any[],Any[],Any[],Any[],"Matrix{Any}(undef, 0, 1)"
"[126.75267, 126.75267, 126.74796, 126.742584, 126.73768, 126.73424, 126.72799, 126.726685, 126.72047, 126.713974, 126.70842, 126.704056, 126.70335, 126.702095, 126.70067, 126.69961, 126.69834, 126.69841, 126.69893, 126.699036, 126.69938, 126.699005]","[45.74852, 45.748524, 45.748272, 45.74958, 45.751163, 45.752309999999994, 45.753418, 45.75329, 45.752537, 45.751686, 45.750927, 45.750040000000006, 45.746574, 45.74149, 45.73698, 45.732967, 45.730312, 45.730167, 45.72974, 45.729156, 45.72897, 45.729225]","[1.4202432e9, 1.42024323e9, 1.420243261e9, 1.420243291e9, 1.420243321e9, 1.420243353e9, 1.420243381e9, 1.420243471e9, 1.420243501e9, 1.420243531e9, 1.420243561e9, 1.420243591e9, 1.420243622e9, 1.420243652e9, 1.420243682e9, 1.420243712e9, 1.420243742e9, 1.420243745e9, 1.420243755e9, 1.420243785e9, 1.420243845e9, 1.420243905e9]",100301577,"Any[7354, 7354, 7354, 5869, 5871, 645, 12245, 12247, 12249, 12633, 19250, 18722, 12718, 8268, 8263, 11276, 6746, 6746, 12576, 12576, 12576]","Any[1420214400, 1420214430, 1420214461, 1420214491, 1420214521, 1420214553, 1420214581, 1420214671, 1420214701, 1420214731, 1420214761, 1420214791, 1420214822, 1420214852, 1420214882, 1420214912, 1420214942, 1420214955, 1420214985, 1420215045, 1420215105]","Any[0.18160939412113156, 0.18160939412113156, 0.9750263592605756, 0.6501580361440743, 0.8472530077373002, 0.5316643308854472, 0.9427752878887687, 0.10214503224367535, 0.27986411800232464, 0.7068134092354081, 0.5758490212793199, 0.07594197507750133, 0.25979084350437115, 0.9889419895315302, 0.5860848122176885, 0.9136405708726215, 0.7012794093924849, 0.893280412229049, 0.3257101068079534, 0.3782477238144422, 0.3782477238144422]","Any[7354, 7355, 7356, 16977, 5868, 5869, 5870, 5871, 645, 12245, 12246, 12247, 12248, 12249, 12250, 12251, 12633, 19249, 19250, 19251, 19252, 18720, 18721, 18722, 12715, 12716, 12717, 12718, 12719, 12720, 8266, 8267, 8268, 8269, 8270, 8271, 8263, 8264, 8265, 18548, 11276, 11277, 11278, 11279, 11280, 7552, 49, 50, 51, 52, 7344, 17763, 17764, 17765, 6746, 12576]","Any[""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward"", ""backward"", ""forward"", ""forward"", ""forward"", ""forward"", ""forward""]","Any[""LINESTRING (126.7526896353883 45.74844089995635, 126.7526896353883 45.74844089995635)""; ""LINESTRING (126.7526896353883 45.74844089995635, 126.7514626 45.7482916, 126.7505754 45.7482123, 126.7501833 45.7481937, 126.7497913 45.7481862, 126.7493666 45.7481888, 126.7488512 45.7481879, 126.748314 45.748206, 126.74795460970795 45.748227190703666)""; ""LINESTRING (126.74795460970795 45.748227190703666, 126.7478052 45.748236, 126.7473364 45.7483067, 126.7466503 45.7484002, 126.7457829 45.7485754, 126.7449599 45.7487797, 126.7443114 45.7489772, 126.7438624 45.7491283, 126.7428633 45.7494487, 126.74256312232556 45.74954953972407)""; ""LINESTRING (126.74256312232556 45.74954953972407, 126.7424016 45.7496038, 126.7418047 45.7497864, 126.73763868983723 45.75109872390405)""; ""LINESTRING (126.73763868983723 45.75109872390405, 126.7368876 45.7513353, 126.73418646425569 45.75223086358755)""; ""LINESTRING (126.73418646425569 45.75223086358755, 126.731807 45.7530197, 126.7309236 45.7532976, 126.7305517 45.7533916, 126.7302119 45.7534632, 126.7298663 45.7534869, 126.7294133 45.7534933, 126.7289484 45.753458, 126.72801475691121 45.753329709765524)""; ""LINESTRING (126.72801475691121 45.753329709765524, 126.7278786 45.753311, 126.7277794 45.7533007, 126.7276264 45.7532847, 126.727348 45.7532521, 126.72671182308949 45.75317766205809)""; ""LINESTRING (126.72671182308949 45.75317766205809, 126.7211199 45.7525232, 126.7208614 45.7524923, 126.72049122298938 45.75244869871388)""; ""LINESTRING (126.72049122298938 45.75244869871388, 126.7195387 45.7523365, 126.717458 45.7520592, 126.7149415 45.7517166, 126.71399210746667 45.75160824714093)""; ""LINESTRING (126.71399210746667 45.75160824714093, 126.7135983 45.7515633, 126.7103082 45.75114, 126.70842758628201 45.7508980972298)""; ""LINESTRING (126.70842758628201 45.7508980972298, 126.7070424 45.7507199, 126.7046404 45.7504109, 126.7039635 45.7503366, 126.7039641 45.7502139, 126.7039653 45.7500798, 126.70396402201672 45.75004150440827)""; ""LINESTRING (126.70396402201672 45.75004150440827, 126.7039536 45.7497292, 126.7039504 45.7495755, 126.7039073 45.7493395, 126.7035206 45.7481197, 126.7033442 45.7474452, 126.7031711797305 45.74659177018037)""; ""LINESTRING (126.7031711797305 45.74659177018037, 126.7031381 45.7464286, 126.7026228 45.7445807, 126.7025016 45.7441812, 126.7024919 45.7441043, 126.7023803 45.7437092, 126.7023515 45.743587, 126.7021694 45.742967, 126.7017723396776 45.74153382527849)""; ""LINESTRING (126.7017723396776 45.74153382527849, 126.7017679 45.7415178, 126.7017378 45.7413644, 126.7014357 45.7402958, 126.7013196 45.7399136, 126.7009692 45.7385494, 126.700578977067 45.736991176931085)""; ""LINESTRING (126.700578977067 45.736991176931085, 126.7003034 45.7358907, 126.7002944 45.7358547, 126.7002927 45.735848, 126.7002854 45.735818, 126.6999844 45.7345894, 126.6997651 45.7338018, 126.69956830154551 45.73297184892716)""; ""LINESTRING (126.69956830154551 45.73297184892716, 126.6995497 45.7328934, 126.6995334 45.7328385, 126.6991089 45.7314585, 126.6988275 45.7311033, 126.698667 45.7309534, 126.6984356 45.7307266, 126.6982435 45.7305983, 126.6981411 45.7305186, 126.697026 45.7300977, 126.6916294 45.7290134, 126.6906875 45.7287945, 126.6899283 45.7286412, 126.6882104 45.7282506, 126.6882263 45.7278469, 126.6910389 45.7284785, 126.6941966 45.7291912, 126.6971777 45.7297969, 126.69844596152608 45.730034005568854)""; ""LINESTRING (126.69844596152608 45.730034005568854, 126.69879319658531 45.73009891947282)""; ""LINESTRING (126.69879319658531 45.73009891947282, 126.6989862 45.730135, 126.69882238998827 45.72917385636276)""; ""LINESTRING (126.69882238998827 45.72917385636276, 126.69879596766958 45.72901882215485)""; ""LINESTRING (126.69879596766958 45.72901882215485, 126.69879596766958 45.72901882215485)"";;]"
